"","price","area","bedrooms","bathrooms","stories","mainroad","guestroom","basement","hotwaterheating","airconditioning","parking","prefarea","furnishingstatus"
"336",3920000,3816,2,1,1,"yes","no","yes","no","yes",2,"no","furnished"
"337",3920000,8080,3,1,1,"yes","no","no","no","yes",2,"no","semi-furnished"
"338",3920000,2145,4,2,1,"yes","no","yes","no","no",0,"yes","unfurnished"
"339",3885000,3780,2,1,2,"yes","yes","yes","no","no",0,"no","semi-furnished"
"340",3885000,3180,4,2,2,"yes","no","no","no","no",0,"no","furnished"
"341",3850000,5300,5,2,2,"yes","no","no","no","no",0,"no","semi-furnished"
"342",3850000,3180,2,2,1,"yes","no","yes","no","no",2,"no","semi-furnished"
"343",3850000,7152,3,1,2,"yes","no","no","no","yes",0,"no","furnished"
"344",3850000,4080,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished"
"345",3850000,3850,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished"
"346",3850000,2015,3,1,2,"yes","no","yes","no","no",0,"yes","semi-furnished"
"347",3850000,2176,2,1,2,"yes","yes","no","no","no",0,"yes","semi-furnished"
"348",3836000,3350,3,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"349",3815000,3150,2,2,1,"no","no","yes","no","no",0,"no","semi-furnished"
"350",3780000,4820,3,1,2,"yes","no","no","no","no",0,"no","semi-furnished"
"351",3780000,3420,2,1,2,"yes","no","no","yes","no",1,"no","semi-furnished"
"352",3780000,3600,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished"
"353",3780000,5830,2,1,1,"yes","no","no","no","no",2,"no","unfurnished"
"354",3780000,2856,3,1,3,"yes","no","no","no","no",0,"yes","furnished"
"355",3780000,8400,2,1,1,"yes","no","no","no","no",1,"no","furnished"
"356",3773000,8250,3,1,1,"yes","no","no","no","no",2,"no","furnished"
"357",3773000,2520,5,2,1,"no","no","yes","no","yes",1,"no","furnished"
"358",3773000,6930,4,1,2,"no","no","no","no","no",1,"no","furnished"
"359",3745000,3480,2,1,1,"yes","no","no","no","no",0,"yes","semi-furnished"
"360",3710000,3600,3,1,1,"yes","no","no","no","no",1,"no","unfurnished"
"361",3710000,4040,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished"
"362",3710000,6020,3,1,1,"yes","no","no","no","no",0,"no","semi-furnished"
"363",3710000,4050,2,1,1,"yes","no","no","no","no",0,"no","furnished"
"364",3710000,3584,2,1,1,"yes","no","no","yes","no",0,"no","semi-furnished"
"365",3703000,3120,3,1,2,"no","no","yes","yes","no",0,"no","semi-furnished"
"366",3703000,5450,2,1,1,"yes","no","no","no","no",0,"no","furnished"
"367",3675000,3630,2,1,1,"yes","no","yes","no","no",0,"no","furnished"
"368",3675000,3630,2,1,1,"yes","no","no","no","yes",0,"no","unfurnished"
"369",3675000,5640,2,1,1,"no","no","no","no","no",0,"no","semi-furnished"
"370",3675000,3600,2,1,1,"yes","no","no","no","no",0,"no","furnished"
"371",3640000,4280,2,1,1,"yes","no","no","no","yes",2,"no","semi-furnished"
"372",3640000,3570,3,1,2,"yes","no","yes","no","no",0,"no","semi-furnished"
"373",3640000,3180,3,1,2,"no","no","yes","no","no",0,"no","semi-furnished"
"374",3640000,3000,2,1,2,"yes","no","no","no","yes",0,"no","furnished"
"375",3640000,3520,2,2,1,"yes","no","yes","no","no",0,"no","semi-furnished"
"376",3640000,5960,3,1,2,"yes","yes","yes","no","no",0,"no","unfurnished"
"377",3640000,4130,3,2,2,"yes","no","no","no","no",2,"no","semi-furnished"
"378",3640000,2850,3,2,2,"no","no","yes","no","no",0,"yes","unfurnished"
"379",3640000,2275,3,1,3,"yes","no","no","yes","yes",0,"yes","semi-furnished"
"380",3633000,3520,3,1,1,"yes","no","no","no","no",2,"yes","unfurnished"
"381",3605000,4500,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished"
"382",3605000,4000,2,1,1,"yes","no","no","no","no",0,"yes","semi-furnished"
"383",3570000,3150,3,1,2,"yes","no","yes","no","no",0,"no","furnished"
"384",3570000,4500,4,2,2,"yes","no","yes","no","no",2,"no","furnished"
"385",3570000,4500,2,1,1,"no","no","no","no","no",0,"no","furnished"
"386",3570000,3640,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"387",3535000,3850,3,1,1,"yes","no","no","no","no",2,"no","unfurnished"
"388",3500000,4240,3,1,2,"yes","no","no","no","yes",0,"no","semi-furnished"
"389",3500000,3650,3,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"390",3500000,4600,4,1,2,"yes","no","no","no","no",0,"no","semi-furnished"
"391",3500000,2135,3,2,2,"no","no","no","no","no",0,"no","unfurnished"
"392",3500000,3036,3,1,2,"yes","no","yes","no","no",0,"no","semi-furnished"
"393",3500000,3990,3,1,2,"yes","no","no","no","no",0,"no","semi-furnished"
"394",3500000,7424,3,1,1,"no","no","no","no","no",0,"no","unfurnished"
"395",3500000,3480,3,1,1,"no","no","no","no","yes",0,"no","unfurnished"
"396",3500000,3600,6,1,2,"yes","no","no","no","no",1,"no","unfurnished"
"397",3500000,3640,2,1,1,"yes","no","no","no","no",1,"no","semi-furnished"
"398",3500000,5900,2,1,1,"yes","no","no","no","no",1,"no","furnished"
"399",3500000,3120,3,1,2,"yes","no","no","no","no",1,"no","unfurnished"
"400",3500000,7350,2,1,1,"yes","no","no","no","no",1,"no","semi-furnished"
"401",3500000,3512,2,1,1,"yes","no","no","no","no",1,"yes","unfurnished"
"402",3500000,9500,3,1,2,"yes","no","no","no","no",3,"yes","unfurnished"
"403",3500000,5880,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"404",3500000,12944,3,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"405",3493000,4900,3,1,2,"no","no","no","no","no",0,"no","unfurnished"
"406",3465000,3060,3,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"407",3465000,5320,2,1,1,"yes","no","no","no","no",1,"yes","unfurnished"
"408",3465000,2145,3,1,3,"yes","no","no","no","no",0,"yes","furnished"
"409",3430000,4000,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"410",3430000,3185,2,1,1,"yes","no","no","no","no",2,"no","unfurnished"
"411",3430000,3850,3,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"412",3430000,2145,3,1,3,"yes","no","no","no","no",0,"yes","furnished"
"413",3430000,2610,3,1,2,"yes","no","yes","no","no",0,"yes","unfurnished"
"414",3430000,1950,3,2,2,"yes","no","yes","no","no",0,"yes","unfurnished"
"415",3423000,4040,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"416",3395000,4785,3,1,2,"yes","yes","yes","no","yes",1,"no","furnished"
"417",3395000,3450,3,1,1,"yes","no","yes","no","no",2,"no","unfurnished"
"418",3395000,3640,2,1,1,"yes","no","no","no","no",0,"no","furnished"
"419",3360000,3500,4,1,2,"yes","no","no","no","yes",2,"no","unfurnished"
"420",3360000,4960,4,1,3,"no","no","no","no","no",0,"no","semi-furnished"
"421",3360000,4120,2,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"422",3360000,4750,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"423",3360000,3720,2,1,1,"no","no","no","no","yes",0,"no","unfurnished"
"424",3360000,3750,3,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"425",3360000,3100,3,1,2,"no","no","yes","no","no",0,"no","semi-furnished"
"426",3360000,3185,2,1,1,"yes","no","yes","no","no",2,"no","furnished"
"427",3353000,2700,3,1,1,"no","no","no","no","no",0,"no","furnished"
"428",3332000,2145,3,1,2,"yes","no","yes","no","no",0,"yes","furnished"
"429",3325000,4040,2,1,1,"yes","no","no","no","no",1,"no","unfurnished"
"430",3325000,4775,4,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"431",3290000,2500,2,1,1,"no","no","no","no","yes",0,"no","unfurnished"
"432",3290000,3180,4,1,2,"yes","no","yes","no","yes",0,"no","unfurnished"
"433",3290000,6060,3,1,1,"yes","yes","yes","no","no",0,"no","furnished"
"434",3290000,3480,4,1,2,"no","no","no","no","no",1,"no","semi-furnished"
"435",3290000,3792,4,1,2,"yes","no","no","no","no",0,"no","semi-furnished"
"436",3290000,4040,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"437",3290000,2145,3,1,2,"yes","no","yes","no","no",0,"yes","furnished"
"438",3290000,5880,3,1,1,"yes","no","no","no","no",1,"no","unfurnished"
"439",3255000,4500,2,1,1,"no","no","no","no","no",0,"no","semi-furnished"
"440",3255000,3930,2,1,1,"no","no","no","no","no",0,"no","unfurnished"
"441",3234000,3640,4,1,2,"yes","no","yes","no","no",0,"no","unfurnished"
"442",3220000,4370,3,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"443",3220000,2684,2,1,1,"yes","no","no","no","yes",1,"no","unfurnished"
"444",3220000,4320,3,1,1,"no","no","no","no","no",1,"no","unfurnished"
"445",3220000,3120,3,1,2,"no","no","no","no","no",0,"no","furnished"
"446",3150000,3450,1,1,1,"yes","no","no","no","no",0,"no","furnished"
"447",3150000,3986,2,2,1,"no","yes","yes","no","no",1,"no","unfurnished"
"448",3150000,3500,2,1,1,"no","no","yes","no","no",0,"no","semi-furnished"
"449",3150000,4095,2,1,1,"yes","no","no","no","no",2,"no","semi-furnished"
"450",3150000,1650,3,1,2,"no","no","yes","no","no",0,"no","unfurnished"
"451",3150000,3450,3,1,2,"yes","no","yes","no","no",0,"no","semi-furnished"
"452",3150000,6750,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished"
"453",3150000,9000,3,1,2,"yes","no","no","no","no",2,"no","semi-furnished"
"454",3150000,3069,2,1,1,"yes","no","no","no","no",1,"no","unfurnished"
"455",3143000,4500,3,1,2,"yes","no","no","no","yes",0,"no","unfurnished"
"456",3129000,5495,3,1,1,"yes","no","yes","no","no",0,"no","unfurnished"
"457",3118850,2398,3,1,1,"yes","no","no","no","no",0,"yes","semi-furnished"
"458",3115000,3000,3,1,1,"no","no","no","no","yes",0,"no","unfurnished"
"459",3115000,3850,3,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"460",3115000,3500,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"461",3087000,8100,2,1,1,"yes","no","no","no","no",1,"no","unfurnished"
"462",3080000,4960,2,1,1,"yes","no","yes","no","yes",0,"no","unfurnished"
"463",3080000,2160,3,1,2,"no","no","yes","no","no",0,"no","semi-furnished"
"464",3080000,3090,2,1,1,"yes","yes","yes","no","no",0,"no","unfurnished"
"465",3080000,4500,2,1,2,"yes","no","no","yes","no",1,"no","semi-furnished"
"466",3045000,3800,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"467",3010000,3090,3,1,2,"no","no","no","no","no",0,"no","semi-furnished"
"468",3010000,3240,3,1,2,"yes","no","no","no","no",2,"no","semi-furnished"
"469",3010000,2835,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished"
"470",3010000,4600,2,1,1,"yes","no","no","no","no",0,"no","furnished"
"471",3010000,5076,3,1,1,"no","no","no","no","no",0,"no","unfurnished"
"472",3010000,3750,3,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"473",3010000,3630,4,1,2,"yes","no","no","no","no",3,"no","semi-furnished"
"474",3003000,8050,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"475",2975000,4352,4,1,2,"no","no","no","no","no",1,"no","unfurnished"
"476",2961000,3000,2,1,2,"yes","no","no","no","no",0,"no","semi-furnished"
"477",2940000,5850,3,1,2,"yes","no","yes","no","no",1,"no","unfurnished"
"478",2940000,4960,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"479",2940000,3600,3,1,2,"no","no","no","no","no",1,"no","unfurnished"
"480",2940000,3660,4,1,2,"no","no","no","no","no",0,"no","unfurnished"
"481",2940000,3480,3,1,2,"no","no","no","no","no",1,"no","semi-furnished"
"482",2940000,2700,2,1,1,"no","no","no","no","no",0,"no","furnished"
"483",2940000,3150,3,1,2,"no","no","no","no","no",0,"no","unfurnished"
"484",2940000,6615,3,1,2,"yes","no","no","no","no",0,"no","semi-furnished"
"485",2870000,3040,2,1,1,"no","no","no","no","no",0,"no","unfurnished"
"486",2870000,3630,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"487",2870000,6000,2,1,1,"yes","no","no","no","no",0,"no","semi-furnished"
"488",2870000,5400,4,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"489",2852500,5200,4,1,3,"yes","no","no","no","no",0,"no","unfurnished"
"490",2835000,3300,3,1,2,"no","no","no","no","no",1,"no","semi-furnished"
"491",2835000,4350,3,1,2,"no","no","no","yes","no",1,"no","unfurnished"
"492",2835000,2640,2,1,1,"no","no","no","no","no",1,"no","furnished"
"493",2800000,2650,3,1,2,"yes","no","yes","no","no",1,"no","unfurnished"
"494",2800000,3960,3,1,1,"yes","no","no","no","no",0,"no","furnished"
"495",2730000,6800,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"496",2730000,4000,3,1,2,"yes","no","no","no","no",1,"no","unfurnished"
"497",2695000,4000,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"498",2660000,3934,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"499",2660000,2000,2,1,2,"yes","no","no","no","no",0,"no","semi-furnished"
"500",2660000,3630,3,3,2,"no","yes","no","no","no",0,"no","unfurnished"
"501",2660000,2800,3,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"502",2660000,2430,3,1,1,"no","no","no","no","no",0,"no","unfurnished"
"503",2660000,3480,2,1,1,"yes","no","no","no","no",1,"no","semi-furnished"
"504",2660000,4000,3,1,1,"yes","no","no","no","no",0,"no","semi-furnished"
"505",2653000,3185,2,1,1,"yes","no","no","no","yes",0,"no","unfurnished"
"506",2653000,4000,3,1,2,"yes","no","no","no","yes",0,"no","unfurnished"
"507",2604000,2910,2,1,1,"no","no","no","no","no",0,"no","unfurnished"
"508",2590000,3600,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"509",2590000,4400,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"510",2590000,3600,2,2,2,"yes","no","yes","no","no",1,"no","furnished"
"511",2520000,2880,3,1,1,"no","no","no","no","no",0,"no","unfurnished"
"512",2520000,3180,3,1,1,"no","no","no","no","no",0,"no","unfurnished"
"513",2520000,3000,2,1,2,"yes","no","no","no","no",0,"no","furnished"
"514",2485000,4400,3,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"515",2485000,3000,3,1,2,"no","no","no","no","no",0,"no","semi-furnished"
"516",2450000,3210,3,1,2,"yes","no","yes","no","no",0,"no","unfurnished"
"517",2450000,3240,2,1,1,"no","yes","no","no","no",1,"no","unfurnished"
"518",2450000,3000,2,1,1,"yes","no","no","no","no",1,"no","unfurnished"
"519",2450000,3500,2,1,1,"yes","yes","no","no","no",0,"no","unfurnished"
"520",2450000,4840,2,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"521",2450000,7700,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"522",2408000,3635,2,1,1,"no","no","no","no","no",0,"no","unfurnished"
"523",2380000,2475,3,1,2,"yes","no","no","no","no",0,"no","furnished"
"524",2380000,2787,4,2,2,"yes","no","no","no","no",0,"no","furnished"
"525",2380000,3264,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"526",2345000,3640,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"527",2310000,3180,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"528",2275000,1836,2,1,1,"no","no","yes","no","no",0,"no","semi-furnished"
"529",2275000,3970,1,1,1,"no","no","no","no","no",0,"no","unfurnished"
"530",2275000,3970,3,1,2,"yes","no","yes","no","no",0,"no","unfurnished"
"531",2240000,1950,3,1,1,"no","no","no","yes","no",0,"no","unfurnished"
"532",2233000,5300,3,1,1,"no","no","no","no","yes",0,"yes","unfurnished"
"533",2135000,3000,2,1,1,"no","no","no","no","no",0,"no","unfurnished"
"534",2100000,2400,3,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"535",2100000,3000,4,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"536",2100000,3360,2,1,1,"yes","no","no","no","no",1,"no","unfurnished"
"537",1960000,3420,5,1,2,"no","no","no","no","no",0,"no","unfurnished"
"538",1890000,1700,3,1,2,"yes","no","no","no","no",0,"no","unfurnished"
"539",1890000,3649,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"540",1855000,2990,2,1,1,"no","no","no","no","no",1,"no","unfurnished"
"541",1820000,3000,2,1,1,"yes","no","yes","no","no",2,"no","unfurnished"
"542",1767150,2400,3,1,1,"no","no","no","no","no",0,"no","semi-furnished"
"543",1750000,3620,2,1,1,"yes","no","no","no","no",0,"no","unfurnished"
"544",1750000,2910,3,1,1,"no","no","no","no","no",0,"no","furnished"
"545",1750000,3850,3,1,2,"yes","no","no","no","no",0,"no","unfurnished"
